RESULT-cpu: 1261570.0
RESULT-gc: 0.0
RESULT-total: 1261570.0
eqns: 17596.0,1878566535.0,314279824.0,290307268.0,2558282532.0,1594339614.0


RESULT-cpu: 1257284.0
RESULT-gc: 0.0
RESULT-total: 1257284.0
eqns: 17596.0,1878566535.0,314279824.0,290307268.0,2558282532.0,1594339614.0


RESULT-cpu: 1262636.0
RESULT-gc: 0.0
RESULT-total: 1262636.0
eqns: 17596.0,1878566535.0,314279824.0,290307268.0,2558282532.0,1594339614.0


RESULT-cpu: 6752243.0
RESULT-gc: 0.0
RESULT-total: 6752243.0
eqns: 554998975.0,9449987498.0,2744996139.0,1439997351.0,5024993096.0,4619993659.0


RESULT-cpu: 6743053.0
RESULT-gc: 0.0
RESULT-total: 6743053.0
eqns: 554998975.0,9449987498.0,2744996139.0,1439997351.0,5024993096.0,4619993659.0


RESULT-cpu: 6750756.0
RESULT-gc: 0.0
RESULT-total: 6750756.0
eqns: 554998975.0,9449987498.0,2744996139.0,1439997351.0,5024993096.0,4619993659.0


RESULT-cpu: 3313870.0
RESULT-gc: 0.0
RESULT-total: 3313870.0
eqns: 212916367.0,1026574685.0,199909480.0,415586316.0,1346269354.0,1236804001.0


RESULT-cpu: 3269129.0
RESULT-gc: 0.0
RESULT-total: 3269129.0
eqns: 212916367.0,1026574685.0,199909480.0,415586316.0,1346269354.0,1236804001.0


RESULT-cpu: 3286157.0
RESULT-gc: 0.0
RESULT-total: 3286157.0
eqns: 212916367.0,1026574685.0,199909480.0,415586316.0,1346269354.0,1236804001.0


RESULT-cpu: 6482334.0
RESULT-gc: 0.0
RESULT-total: 6482334.0
eqns: 505237277.0,10037052880.0,792197201.0,1012418909.0,12146039713.0,9563377146.0


RESULT-cpu: 6422364.0
RESULT-gc: 0.0
RESULT-total: 6422364.0
eqns: 505237277.0,10037052880.0,792197201.0,1012418909.0,12146039713.0,9563377146.0


RESULT-cpu: 6415744.0
RESULT-gc: 0.0
RESULT-total: 6415744.0
eqns: 505237277.0,10037052880.0,792197201.0,1012418909.0,12146039713.0,9563377146.0


RESULT-cpu: 6538663.0
RESULT-gc: 0.0
RESULT-total: 6538663.0
